subject,y,x1,x2,x3,x4,x5,x6,x7,x8,lnx2,lnx3,lnx4,lnx5,lnx6,lnx7,lnx8,neginvx2,neginvx3,neginvx4,neginvx5,neginvx6,neginvx7,neginvx8
spring-data-commons,0.99463064,0.05,0.613786,13666,8388,1035,14722,7.5735,526.2415,-0.488108946,9.522666275,9.034557392,6.942156706,9.597098253,2.024655312,6.265760233,-1.629232338,-7.32E-05,-0.000119218,-0.000966184,-6.79E-05,-0.132039348,-0.001900268
DotCi,0.981531517,0.05,0.220227,9245,2036,221,10038,2.3905,110.686,-1.513096446,9.131838144,7.618742378,5.398162702,9.21413317,0.871502549,4.706697364,-4.540769297,-0.000108167,-0.000491159,-0.004524887,-9.96E-05,-0.418322527,-0.009034566
apache-httpclient,0.994043415,0.05,0.360584449,5749,2073,869,26604,15.1157,437.0615,-1.020029094,8.656781206,7.636752112,6.767343125,10.18881686,2.715733939,6.080073917,-2.77327545,-0.000173943,-0.000482393,-0.001150748,-3.76E-05,-0.06615638,-0.002288008
apache-mina,0.994138983,0.05,0.293984109,7929,2331,197,26869,2.4846,99.5695,-1.224229564,8.978282203,7.754052639,5.283203729,10.19872848,0.910111681,4.600855893,-3.401544401,-0.000126119,-0.000429,-0.005076142,-3.72E-05,-0.402479272,-0.010043236
assertj-core,0.993089413,0.05,0.841250606,4126,3471,5737,14128,139.0451,2922.9415,-0.172865678,8.325063694,8.152198016,8.654691705,9.555913923,4.934798341,7.980345751,-1.188706425,-0.000242365,-0.000288101,-0.000174307,-7.08E-05,-0.007191911,-0.000342121
common-collection,0.992319645,0.05,0.36469316,7398,2698,13677,23713,184.8743,6845.346,-1.008698936,8.908964972,7.900266037,9.523470869,10.0737787,5.219676135,8.831324284,-2.742031137,-0.000135172,-0.000370645,-7.31E-05,-4.22E-05,-0.005409081,-0.000146085
common-io,0.993217573,0.05,0.765100671,3129,2394,965,8839,30.8405,482.5905,-0.267747858,8.048468744,7.780720886,6.872128101,9.086929027,3.428828761,6.179168468,-1.307017544,-0.000319591,-0.000417711,-0.001036269,-0.000113135,-0.032424896,-0.00207215
commons-compress,0.995646724,0.05,0.634262845,7746,4913,491,17888,6.3388,244.763,-0.455291828,8.95493186,8.499640032,6.196444128,9.791885376,1.846689476,5.500290395,-1.576633422,-0.000129099,-0.000203542,-0.00203666,-5.59E-05,-0.157758566,-0.004085585
JFreeChart,0.998383046,0.05,0.323307195,34942,11297,2256,98334,6.4564,1135.573,-1.12915234,10.46144482,9.332292483,7.721348613,11.49612513,1.865071887,7.034892648,-3.093033547,-2.86E-05,-8.85E-05,-0.000443262,-1.02E-05,-0.154885075,-0.000880613
jgrapht,0.99246622,0.05,0.561187545,2762,1550,152,12511,5.5033,75.509,-0.577700125,7.923710334,7.34601021,5.023880521,9.434363536,1.705347912,4.324251854,-1.781935485,-0.000362056,-0.000645161,-0.006578947,-7.99E-05,-0.181709156,-0.013243454
PMD-core,0.99248877,0.05,0.308760378,20958,6471,458,20958,2.1853,226.3085,-1.175189779,9.950275714,8.775085935,6.126869184,9.950275714,0.781753119,5.421899113,-3.238757533,-4.77E-05,-0.000154536,-0.002183406,-4.77E-05,-0.457603075,-0.004418747
xstream,0.991717924,0.05,0.568705927,5247,2984,1618,19111,30.8367,812.273,-0.564391803,8.565411764,8.001019961,7.388946098,9.858019364,3.428705539,6.699836491,-1.758378017,-0.000190585,-0.000335121,-0.000618047,-5.23E-05,-0.032428892,-0.001231113
