name,y,x1,ms,mutTotal,mutKilled,testMethodNum,SLOC,testPer100Mut,averageTestSuiteSize,lnms,lnmutTotal,lnmutKilled,lntestMethodNum,lnSLOC,lntestPer100Mut,lnaverageTestSuiteSize,neginvms,neginvmutTotal,neginvmutKilled,neginvtestMethodNum,neginvSLOC,neginvtestPer100Mut,neginvaverageTestSuiteSize
patricia-trie,0.890333333,1,0.41221374,1441,594,18,2782,1.249132547,13.234,-0.886213277,7.273092596,6.386879319,2.890371758,7.930925372,0.222449348,2.582789276,-2.425925926,-0.000693963,-0.001683502,-0.055555556,-0.000359454,-0.800555556,-0.075562944
greplin-bloom-filter,0.82205042,1,0.496522949,719,357,17,674,2.364394993,7.299,-0.700125576,6.577861358,5.877735782,2.833213344,6.513230111,0.860522172,1.987737352,-2.014005602,-0.001390821,-0.00280112,-0.058823529,-0.00148368,-0.422941176,-0.137005069
aho-corasick,0.72065251,1,0.759530792,341,259,32,499,9.384164223,13.543,-0.275054416,5.831882477,5.556828062,3.465735903,6.212606096,2.239023612,2.605869809,-1.316602317,-0.002932551,-0.003861004,-0.03125,-0.002004008,-0.1065625,-0.073838884
pusher-websocket-java,0.743934959,1,0.554054054,444,246,197,1634,44.36936937,83.096,-0.590493027,6.095824562,5.505331536,5.283203729,7.398786275,3.792549352,4.419996566,-1.804878049,-0.002252252,-0.004065041,-0.005076142,-0.000611995,-0.022538071,-0.012034274
scribe-java,0.485764368,1,0.426470588,408,174,100,2778,24.50980392,29.051,-0.852211875,6.011267174,5.159055299,4.605170186,7.929486523,3.199073198,3.369052906,-2.344827586,-0.00245098,-0.005747126,-0.01,-0.000359971,-0.0408,-0.034422223
xsoup,0.834694118,1,0.513285024,828,425,28,2031,3.381642512,16.937,-0.666923985,6.719013154,6.052089169,3.33220451,7.616283562,1.218361542,2.829500578,-1.948235294,-0.001207729,-0.002352941,-0.035714286,-0.000492368,-0.295714286,-0.059042333
jInstagram,0.549939394,1,0.052380952,630,33,74,3476,11.74603175,31.376,-2.949212258,6.445719819,3.496507561,4.304065093,8.153637486,2.46351546,3.446043269,-19.09090909,-0.001587302,-0.03030303,-0.013513514,-0.000287687,-0.085135135,-0.031871494
metrics-statsd,0.629648649,1,0.606557377,61,37,12,310,19.67213115,5.501,-0.499955952,4.110873864,3.610917913,2.48490665,5.736572297,2.979202972,1.704929894,-1.648648649,-0.016393443,-0.027027027,-0.083333333,-0.003225806,-0.050833333,-0.18178513
dropwizard-guice,0.754780488,1,0.788461538,104,82,16,381,15.38461538,3.315,-0.237671652,4.644390899,4.406719247,2.772588722,5.942799375,2.733368009,1.198457624,-1.268292683,-0.009615385,-0.012195122,-0.0625,-0.002624672,-0.065,-0.301659125
gelfj,0.631684211,1,0.246220302,463,114,21,1120,4.535637149,9.927,-1.401528606,6.137727054,4.736198448,3.044522438,7.021083964,1.51196557,2.295258318,-4.061403509,-0.002159827,-0.00877193,-0.047619048,-0.000892857,-0.22047619,-0.100735368
