"","y","x2","x3","x4","x5","x6","x7","x8","x9","lnx2","lnx3","lnx4","lnx5","lnx6","lnx7","lnx8","lnx9","neginvx2","neginvx3","neginvx4","neginvx5","neginvx6","neginvx7","neginvx8","neginvx9"
"lnx3",0.176041569836655,0.037291352285382,0.86277493526187,-0.673708749739616,0.0678789455537646,0.0400568603411757,-0.259557348632923,0.143261622026815,0.188483363631919,0.18050035963257,1,-0.524262790021798,0.218992191294231,0.176581178997989,-0.38300916531961,0.638163383056342,0.617938961738665,0.235715327471421,0.632642055309138,-0.262812842638667,0.292340928311999,0.256556225894895,-0.33438709052901,0.679301182324913,0.521856613269674
"lnx4",0.536199486091129,0.192548696444044,-0.537803679382955,0.765512319967963,0.65135037954269,0.188992829674848,0.613772121167296,-0.0272586975606815,-0.143250471063501,0.475768039709828,-0.524262790021798,1,0.716076912029727,0.42962965273867,0.891262336783415,-0.466629875259999,-0.483489252699839,0.350823062991373,-0.293789516056977,0.821118540950106,0.250458062613652,0.286063559702267,0.736211796217541,-0.38540548343596,-0.423565462740226
"lnx5",0.758685782028777,0.251193062006844,0.090995692931554,0.324898589192963,0.801967610741469,0.249385583958008,0.49050896975169,0.0861985489685116,-0.00963815436334807,0.693098536841049,0.218992191294231,0.716076912029727,1,0.637019879265848,0.707267672063804,-0.0115689096576005,-0.0474628580075175,0.595193926024061,0.181942853753839,0.725422292002291,0.526612315405195,0.538074829347752,0.569464514061369,0.115215214557319,-0.0575596850627717
"lnx6",0.482319399759477,0.59607725550993,0.119220926003075,0.224391017608297,0.632730790507796,0.60838784583645,0.513544350223723,0.587788659004207,0.428438132877158,0.991915809608405,0.176581178997989,0.42962965273867,0.637019879265848,1,0.596821385332191,0.59818732419223,0.485081028008217,0.73402657067834,0.1374550688009,0.409158305294002,0.148060543884465,0.794443294270649,0.430864355334234,0.222850942142228,0.287301877503591
"lnx7",0.580832078317135,0.329878671470106,-0.500408328963859,0.577993178183342,0.647148657450915,0.32612880108789,0.731270873357966,0.109495932400355,-0.104773006631716,0.636707143320561,-0.38300916531961,0.891262336783415,0.707267672063804,0.596821385332191,1,-0.206396862918701,-0.41214473307087,0.460472250469045,-0.0335575412475709,0.764189208726956,0.186906474635662,0.416013329876056,0.78963642846321,-0.108067048408016,-0.351960276838226
"lnx8",-0.0034688039555254,0.412966089377385,0.59404222749303,-0.459511810497659,0.0416835967390801,0.428179833782876,-0.0417014652660165,0.599921264668101,0.546779150732905,0.549322108102808,0.638163383056342,-0.466629875259999,-0.0115689096576005,0.59818732419223,-0.206396862918701,1,0.904202018058569,0.407599787324737,0.395248040690627,-0.327950523005588,-0.0772573628400546,0.524248814258308,-0.231342259496792,0.560205795323135,0.657304285644856
"lnx9",-0.085334738698269,0.317341525413111,0.680750411976914,-0.375127134830076,0.0131875274212821,0.335407245351771,-0.213832162647817,0.548112786264286,0.600686927899339,0.432431674033708,0.617938961738665,-0.483489252699839,-0.0474628580075175,0.485081028008217,-0.41214473307087,0.904202018058569,1,0.331662695459828,0.192658115974022,-0.368241732335451,-0.0355731411781206,0.448722857391328,-0.37132729378356,0.370836991501481,0.709835911526111
"neginvx2",0.539092973442402,0.19881424679956,0.147098691466738,0.0657887536713898,0.433230966408914,0.206727677523055,0.268794288896372,0.217758400098946,0.197986831430134,0.764784009477029,0.235715327471421,0.350823062991373,0.595193926024061,0.73402657067834,0.460472250469045,0.407599787324737,0.331662695459828,1,0.212419769603775,0.443114393621006,0.162945296223976,0.952334939543708,0.492422999603672,0.270302534984905,0.241396645809331
"neginvx3",0.23706989461573,0.0282898525039812,0.266838527555672,-0.63806030676236,0.0827135071235021,0.0296991094562568,0.00330101663075781,0.0485408368560726,0.055545885524765,0.139984104022149,0.632642055309138,-0.293789516056977,0.181942853753839,0.1374550688009,-0.0335575412475709,0.395248040690627,0.192658115974022,0.212419769603775,1,-0.0949669030634797,0.0875133114505986,0.222525040991595,-0.06443318910504,0.939194556421108,0.122977374247099
"neginvx4",0.503116442999391,0.156073469380274,-0.390538043925443,0.394617967743903,0.471228889632807,0.156112537118008,0.348031533143391,0.00768285193988624,-0.0952647708177651,0.456903662543288,-0.262812842638667,0.821118540950106,0.725422292002291,0.409158305294002,0.764189208726956,-0.327950523005588,-0.368241732335451,0.443114393621006,-0.0949669030634797,1,0.441007263798732,0.37291691476812,0.874770376273204,-0.169519031503325,-0.26179369894204
"neginvx5",0.0358365647464149,0.0498141894488497,0.200121771772089,0.0691454274276402,0.163158038713687,0.0505758381793605,0.0925401748248776,0.00687075171612316,0.0170402833724254,0.171917875582887,0.292340928311999,0.250458062613652,0.526612315405195,0.148060543884465,0.186906474635662,-0.0772573628400546,-0.0355731411781206,0.162945296223976,0.0875133114505986,0.441007263798732,1,0.125131867769966,0.163451235309179,0.0117542984340206,-0.0458987374866492
"neginvx6",0.427448219712358,0.224323312403582,0.166831859132025,0.0384609242003205,0.439352741409378,0.233704200724531,0.273295950360463,0.253326706896186,0.234236547242053,0.795501770395066,0.256556225894895,0.286063559702267,0.538074829347752,0.794443294270649,0.416013329876056,0.524248814258308,0.448722857391328,0.952334939543708,0.222525040991595,0.37291691476812,0.125131867769966,1,0.423755511156797,0.334458890303238,0.388930712839259
"neginvx7",0.46128682893279,0.16731567654348,-0.489259949974282,0.337265533453962,0.41811135404072,0.167746871854513,0.344740329245502,0.040606333885736,-0.101378150353358,0.473172936435458,-0.33438709052901,0.736211796217541,0.569464514061369,0.430864355334234,0.78963642846321,-0.231342259496792,-0.37132729378356,0.492422999603672,-0.06443318910504,0.874770376273204,0.163451235309179,0.423755511156797,1,-0.115627228231774,-0.245280369137136
"neginvx8",0.162288099704557,0.0522485184244006,0.338762543674255,-0.665313923180412,0.0774653330046493,0.0549628392987234,-0.0149956780321831,0.0836379525723082,0.0910857601409882,0.209706307337453,0.679301182324913,-0.38540548343596,0.115215214557319,0.222850942142228,-0.108067048408016,0.560205795323135,0.370836991501481,0.270302534984905,0.939194556421108,-0.169519031503325,0.0117542984340206,0.334458890303238,-0.115627228231774,1,0.429409095926304
"neginvx9",-0.125210910387637,0.0870925027422277,0.48774020096993,-0.339070792933417,0.0361297095193318,0.0918972375418192,-0.179697186950435,0.147864783316789,0.169333020142005,0.24696336448601,0.521856613269674,-0.423565462740226,-0.0575596850627717,0.287301877503591,-0.351960276838226,0.657304285644856,0.709835911526111,0.241396645809331,0.122977374247099,-0.26179369894204,-0.0458987374866492,0.388930712839259,-0.245280369137136,0.429409095926304,1
"","y","x2","x3","x4","x5","x6","x7","x8","x9","lnx2","lnx3","lnx4","lnx5","lnx6","lnx7","lnx8","lnx9","neginvx2","neginvx3","neginvx4","neginvx5","neginvx6","neginvx7","neginvx8","neginvx9"
"y",1,0.193783644027453,0.0518253643128039,0.205672412894075,0.545033107380767,0.191992684238229,0.344471954607906,0.0770095100996893,-0.0276756349816897,0.498980528586613,0.134885281695669,0.55326809070988,0.74450782394728,0.452893633254836,0.573695877018615,-0.0474307188871017,-0.110970855809107,0.474869202451834,0.166754039180694,0.524161800645224,0.04755708289533,0.404973494825524,0.483006848840108,0.0951958476002849,-0.138514338754451
"x2",0.193783644027453,1,0.0101435229297782,0.105447340918539,0.253396116590955,0.999506819773255,0.314241737854536,0.821554340720771,0.390804273442706,0.588162517967335,0.0386430250583794,0.191532388798727,0.251136530446769,0.600161734164159,0.328819335822049,0.417868715282781,0.323134052939175,0.208164451675833,0.0287630203936683,0.156443828027202,0.0504263066377529,0.227520271224197,0.167689142861635,0.0531052902834656,0.0886579593916375
"x3",0.0518253643128039,0.0101435229297782,1,-0.481418522033146,-0.0189602108040975,0.0112562318875805,-0.319182682213254,0.157910519146295,0.217275299270335,0.117744723960953,0.86277493526187,-0.537803679382955,0.090995692931554,0.119220926003075,-0.500408328963859,0.59404222749303,0.680750411976914,0.13349082538221,0.266838527555672,-0.390538043925443,0.200121771772089,0.166831859132025,-0.489259949974282,0.338762543674255,0.48774020096993
"x4",0.205672412894075,0.105447340918539,-0.481418522033146,1,0.446490456329232,0.102886262199963,0.651908801513995,-0.0764852200067328,-0.117707208565629,0.238608989772516,-0.673708749739616,0.765512319967963,0.324898589192963,0.224391017608297,0.577993178183342,-0.459511810497659,-0.375127134830076,0.0741877968036207,-0.63806030676236,0.394617967743903,0.0691454274276402,0.0384609242003205,0.337265533453962,-0.665313923180412,-0.339070792933417
"x5",0.545033107380767,0.253396116590955,-0.0189602108040975,0.446490456329232,1,0.25002116160828,0.645087298543676,0.0483785674136756,-0.0285529550817441,0.654133189771829,0.0678789455537646,0.65135037954269,0.801967610741469,0.632730790507796,0.647148657450915,0.0416835967390801,0.0131875274212821,0.435540324817269,0.0827135071235021,0.471228889632807,0.163158038713687,0.439352741409378,0.41811135404072,0.0774653330046493,0.0361297095193318
"x6",0.191992684238229,0.999506819773255,0.0112562318875805,0.102886262199963,0.25002116160828,1,0.310157946311364,0.835765861112193,0.416700617623158,0.595334627269332,0.0400568603411757,0.188992829674848,0.249385583958008,0.60838784583645,0.32612880108789,0.428179833782876,0.335407245351771,0.213521889242321,0.0296991094562568,0.156112537118008,0.0505758381793605,0.233704200724531,0.167746871854513,0.0549628392987234,0.0918972375418192
"x7",0.344471954607906,0.314241737854536,-0.319182682213254,0.651908801513995,0.645087298543676,0.310157946311364,1,0.0773967739405317,-0.0555257252212774,0.522085998227762,-0.259557348632923,0.613772121167296,0.49050896975169,0.513544350223723,0.731270873357966,-0.0417014652660165,-0.213832162647817,0.271415970369223,0.00330101663075781,0.348031533143391,0.0925401748248776,0.273295950360463,0.344740329245502,-0.0149956780321831,-0.179697186950435
"x8",0.0770095100996893,0.821554340720771,0.157910519146295,-0.0764852200067328,0.0483785674136756,0.835765861112193,0.0773967739405317,1,0.805665397220187,0.561656210964418,0.143261622026815,-0.0272586975606815,0.0861985489685116,0.587788659004207,0.109495932400355,0.599921264668101,0.548112786264286,0.225073668162284,0.0485408368560726,0.00768285193988624,0.00687075171612316,0.253326706896186,0.040606333885736,0.0836379525723082,0.147864783316789
"x9",-0.0276756349816897,0.390804273442706,0.217275299270335,-0.117707208565629,-0.0285529550817441,0.416700617623158,-0.0555257252212774,0.805665397220187,1,0.398392838665126,0.188483363631919,-0.143250471063501,-0.00963815436334807,0.428438132877158,-0.104773006631716,0.546779150732905,0.600686927899339,0.204754304325476,0.055545885524765,-0.0952647708177651,0.0170402833724254,0.234236547242053,-0.101378150353358,0.0910857601409882,0.169333020142005
"lnx2",0.498980528586613,0.588162517967335,0.117744723960953,0.238608989772516,0.654133189771829,0.595334627269332,0.522085998227762,0.561656210964418,0.398392838665126,1,0.17873117944248,0.466755241143165,0.681321369723201,0.995231433477697,0.627629355048971,0.56056894830033,0.446090111641777,0.773782623353627,0.135152201879886,0.452147494144359,0.177754125931765,0.797842906966446,0.468612579638497,0.209072982835332,0.257509424656864
"lnx3",0.134885281695669,0.0386430250583794,0.86277493526187,-0.673708749739616,0.0678789455537646,0.0400568603411757,-0.259557348632923,0.143261622026815,0.188483363631919,0.17873117944248,1,-0.524262790021798,0.218992191294231,0.176581178997989,-0.38300916531961,0.638163383056342,0.617938961738665,0.219807769135591,0.632642055309138,-0.262812842638667,0.292340928311999,0.256556225894895,-0.33438709052901,0.679301182324913,0.521856613269674
"lnx4",0.55326809070988,0.191532388798727,-0.537803679382955,0.765512319967963,0.65135037954269,0.188992829674848,0.613772121167296,-0.0272586975606815,-0.143250471063501,0.466755241143165,-0.524262790021798,1,0.716076912029727,0.42962965273867,0.891262336783415,-0.466629875259999,-0.483489252699839,0.354700081183496,-0.293789516056977,0.821118540950106,0.250458062613652,0.286063559702267,0.736211796217541,-0.38540548343596,-0.423565462740226
"lnx5",0.74450782394728,0.251136530446769,0.090995692931554,0.324898589192963,0.801967610741469,0.249385583958008,0.49050896975169,0.0861985489685116,-0.00963815436334807,0.681321369723201,0.218992191294231,0.716076912029727,1,0.637019879265848,0.707267672063804,-0.0115689096576005,-0.0474628580075175,0.586596961269337,0.181942853753839,0.725422292002291,0.526612315405195,0.538074829347752,0.569464514061369,0.115215214557319,-0.0575596850627717
"lnx6",0.452893633254836,0.600161734164159,0.119220926003075,0.224391017608297,0.632730790507796,0.60838784583645,0.513544350223723,0.587788659004207,0.428438132877158,0.995231433477697,0.176581178997989,0.42962965273867,0.637019879265848,1,0.596821385332191,0.59818732419223,0.485081028008217,0.750552894010758,0.1374550688009,0.409158305294002,0.148060543884465,0.794443294270649,0.430864355334234,0.222850942142228,0.287301877503591
"lnx7",0.573695877018615,0.328819335822049,-0.500408328963859,0.577993178183342,0.647148657450915,0.32612880108789,0.731270873357966,0.109495932400355,-0.104773006631716,0.627629355048971,-0.38300916531961,0.891262336783415,0.707267672063804,0.596821385332191,1,-0.206396862918701,-0.41214473307087,0.465875332968018,-0.0335575412475709,0.764189208726956,0.186906474635662,0.416013329876056,0.78963642846321,-0.108067048408016,-0.351960276838226
"lnx8",-0.0474307188871017,0.417868715282781,0.59404222749303,-0.459511810497659,0.0416835967390801,0.428179833782876,-0.0417014652660165,0.599921264668101,0.546779150732905,0.56056894830033,0.638163383056342,-0.466629875259999,-0.0115689096576005,0.59818732419223,-0.206396862918701,1,0.904202018058569,0.420348649278316,0.395248040690627,-0.327950523005588,-0.0772573628400546,0.524248814258308,-0.231342259496792,0.560205795323135,0.657304285644856
"lnx9",-0.110970855809107,0.323134052939175,0.680750411976914,-0.375127134830076,0.0131875274212821,0.335407245351771,-0.213832162647817,0.548112786264286,0.600686927899339,0.446090111641777,0.617938961738665,-0.483489252699839,-0.0474628580075175,0.485081028008217,-0.41214473307087,0.904202018058569,1,0.344540771259832,0.192658115974022,-0.368241732335451,-0.0355731411781206,0.448722857391328,-0.37132729378356,0.370836991501481,0.709835911526111
"neginvx2",0.474869202451834,0.208164451675833,0.13349082538221,0.0741877968036207,0.435540324817269,0.213521889242321,0.271415970369223,0.225073668162284,0.204754304325476,0.773782623353627,0.219807769135591,0.354700081183496,0.586596961269337,0.750552894010758,0.465875332968018,0.420348649278316,0.344540771259832,1,0.193739967369382,0.453735937741499,0.179459281876601,0.966077329185672,0.509811440334761,0.265070696823354,0.270020173013743
"neginvx3",0.166754039180694,0.0287630203936683,0.266838527555672,-0.63806030676236,0.0827135071235021,0.0296991094562568,0.00330101663075781,0.0485408368560726,0.055545885524765,0.135152201879886,0.632642055309138,-0.293789516056977,0.181942853753839,0.1374550688009,-0.0335575412475709,0.395248040690627,0.192658115974022,0.193739967369382,1,-0.0949669030634797,0.0875133114505986,0.222525040991595,-0.06443318910504,0.939194556421108,0.122977374247099
"neginvx4",0.524161800645224,0.156443828027202,-0.390538043925443,0.394617967743903,0.471228889632807,0.156112537118008,0.348031533143391,0.00768285193988624,-0.0952647708177651,0.452147494144359,-0.262812842638667,0.821118540950106,0.725422292002291,0.409158305294002,0.764189208726956,-0.327950523005588,-0.368241732335451,0.453735937741499,-0.0949669030634797,1,0.441007263798732,0.37291691476812,0.874770376273204,-0.169519031503325,-0.26179369894204
"neginvx5",0.04755708289533,0.0504263066377529,0.200121771772089,0.0691454274276402,0.163158038713687,0.0505758381793605,0.0925401748248776,0.00687075171612316,0.0170402833724254,0.177754125931765,0.292340928311999,0.250458062613652,0.526612315405195,0.148060543884465,0.186906474635662,-0.0772573628400546,-0.0355731411781206,0.179459281876601,0.0875133114505986,0.441007263798732,1,0.125131867769966,0.163451235309179,0.0117542984340206,-0.0458987374866492
"neginvx6",0.404973494825524,0.227520271224197,0.166831859132025,0.0384609242003205,0.439352741409378,0.233704200724531,0.273295950360463,0.253326706896186,0.234236547242053,0.797842906966446,0.256556225894895,0.286063559702267,0.538074829347752,0.794443294270649,0.416013329876056,0.524248814258308,0.448722857391328,0.966077329185672,0.222525040991595,0.37291691476812,0.125131867769966,1,0.423755511156797,0.334458890303238,0.388930712839259
"neginvx7",0.483006848840108,0.167689142861635,-0.489259949974282,0.337265533453962,0.41811135404072,0.167746871854513,0.344740329245502,0.040606333885736,-0.101378150353358,0.468612579638497,-0.33438709052901,0.736211796217541,0.569464514061369,0.430864355334234,0.78963642846321,-0.231342259496792,-0.37132729378356,0.509811440334761,-0.06443318910504,0.874770376273204,0.163451235309179,0.423755511156797,1,-0.115627228231774,-0.245280369137136
"neginvx8",0.0951958476002849,0.0531052902834656,0.338762543674255,-0.665313923180412,0.0774653330046493,0.0549628392987234,-0.0149956780321831,0.0836379525723082,0.0910857601409882,0.209072982835332,0.679301182324913,-0.38540548343596,0.115215214557319,0.222850942142228,-0.108067048408016,0.560205795323135,0.370836991501481,0.265070696823354,0.939194556421108,-0.169519031503325,0.0117542984340206,0.334458890303238,-0.115627228231774,1,0.429409095926304
"neginvx9",-0.138514338754451,0.0886579593916375,0.48774020096993,-0.339070792933417,0.0361297095193318,0.0918972375418192,-0.179697186950435,0.147864783316789,0.169333020142005,0.257509424656864,0.521856613269674,-0.423565462740226,-0.0575596850627717,0.287301877503591,-0.351960276838226,0.657304285644856,0.709835911526111,0.270020173013743,0.122977374247099,-0.26179369894204,-0.0458987374866492,0.388930712839259,-0.245280369137136,0.429409095926304,1
"","y","x2","x3","x4","x5","x6","x7","x8","x9","lnx2","lnx3","lnx4","lnx5","lnx6","lnx7","lnx8","lnx9","neginvx2","neginvx3","neginvx4","neginvx5","neginvx6","neginvx7","neginvx8","neginvx9"
"y",1,0.191284979854137,0.0587299558094666,0.216593660481266,0.534939404456291,0.190580391318735,0.336871116596276,0.0879976201080015,-0.00682799134456608,0.50021145404075,0.12497955380249,0.561653998962511,0.745996989073687,0.466348866529339,0.569944531235873,-0.0416910276637107,-0.0916038062040121,0.475321241723937,0.143377944773842,0.54631648557036,0.0535943096887325,0.426039060868656,0.481590310301065,0.0750233364721087,-0.131015538269326
"x2",0.191284979854137,1,0.0106711503827075,0.104681049803635,0.252356802285947,0.99974840246043,0.313113296889683,0.825835979598051,0.398297548250895,0.59168853650437,0.0392242344068045,0.190772564797991,0.250742330899982,0.602613544233586,0.328074055644686,0.420944546562326,0.326730375393991,0.214728205170156,0.0290297577866485,0.156457786147992,0.0507752178645067,0.229297336840016,0.167764882535175,0.0535937562941511,0.0895408647428593
"x3",0.0587299558094666,0.0106711503827075,1,-0.481418522033146,-0.0189602108040975,0.0112562318875805,-0.319182682213254,0.157910519146295,0.217275299270335,0.121804114991044,0.86277493526187,-0.537803679382955,0.090995692931554,0.119220926003075,-0.500408328963859,0.59404222749303,0.680750411976914,0.146541470111402,0.266838527555672,-0.390538043925443,0.200121771772089,0.166831859132025,-0.489259949974282,0.338762543674255,0.48774020096993
"x4",0.216593660481266,0.104681049803635,-0.481418522033146,1,0.446490456329232,0.102886262199963,0.651908801513995,-0.0764852200067328,-0.117707208565629,0.235538484706315,-0.673708749739616,0.765512319967963,0.324898589192963,0.224391017608297,0.577993178183342,-0.459511810497659,-0.375127134830076,0.0711380690715382,-0.63806030676236,0.394617967743903,0.0691454274276402,0.0384609242003205,0.337265533453962,-0.665313923180412,-0.339070792933417
"x5",0.534939404456291,0.252356802285947,-0.0189602108040975,0.446490456329232,1,0.25002116160828,0.645087298543676,0.0483785674136756,-0.0285529550817441,0.648109208926175,0.0678789455537646,0.65135037954269,0.801967610741469,0.632730790507796,0.647148657450915,0.0416835967390801,0.0131875274212821,0.440025607381215,0.0827135071235021,0.471228889632807,0.163158038713687,0.439352741409378,0.41811135404072,0.0774653330046493,0.0361297095193318
"x6",0.190580391318735,0.99974840246043,0.0112562318875805,0.102886262199963,0.25002116160828,1,0.310157946311364,0.835765861112193,0.416700617623158,0.596886318265712,0.0400568603411757,0.188992829674848,0.249385583958008,0.60838784583645,0.32612880108789,0.428179833782876,0.335407245351771,0.218608601452523,0.0296991094562568,0.156112537118008,0.0505758381793605,0.233704200724531,0.167746871854513,0.0549628392987234,0.0918972375418192
"x7",0.336871116596276,0.313113296889683,-0.319182682213254,0.651908801513995,0.645087298543676,0.310157946311364,1,0.0773967739405317,-0.0555257252212774,0.518960756564021,-0.259557348632923,0.613772121167296,0.49050896975169,0.513544350223723,0.731270873357966,-0.0417014652660165,-0.213832162647817,0.273855452218249,0.00330101663075781,0.348031533143391,0.0925401748248776,0.273295950360463,0.344740329245502,-0.0149956780321831,-0.179697186950435
"x8",0.0879976201080015,0.825835979598051,0.157910519146295,-0.0764852200067328,0.0483785674136756,0.835765861112193,0.0773967739405317,1,0.805665397220187,0.567179341265614,0.143261622026815,-0.0272586975606815,0.0861985489685116,0.587788659004207,0.109495932400355,0.599921264668101,0.548112786264286,0.230984774987976,0.0485408368560726,0.00768285193988624,0.00687075171612316,0.253326706896186,0.040606333885736,0.0836379525723082,0.147864783316789
"x9",-0.00682799134456608,0.398297548250895,0.217275299270335,-0.117707208565629,-0.0285529550817441,0.416700617623158,-0.0555257252212774,0.805665397220187,1,0.406465078644709,0.188483363631919,-0.143250471063501,-0.00963815436334807,0.428438132877158,-0.104773006631716,0.546779150732905,0.600686927899339,0.212365790285717,0.055545885524765,-0.0952647708177651,0.0170402833724254,0.234236547242053,-0.101378150353358,0.0910857601409882,0.169333020142005
"lnx2",0.50021145404075,0.59168853650437,0.121804114991044,0.235538484706315,0.648109208926175,0.596886318265712,0.518960756564021,0.567179341265614,0.406465078644709,1,0.181713932762266,0.459362078341351,0.67529515443545,0.996548655804417,0.620151006240674,0.568420379890124,0.455736099618489,0.782449464437203,0.135455822385924,0.447009537143731,0.183712662643768,0.7985153369128,0.46014488800344,0.21083901181273,0.263229368169225
"lnx3",0.12497955380249,0.0392242344068045,0.86277493526187,-0.673708749739616,0.0678789455537646,0.0400568603411757,-0.259557348632923,0.143261622026815,0.188483363631919,0.181713932762266,1,-0.524262790021798,0.218992191294231,0.176581178997989,-0.38300916531961,0.638163383056342,0.617938961738665,0.233387675712722,0.632642055309138,-0.262812842638667,0.292340928311999,0.256556225894895,-0.33438709052901,0.679301182324913,0.521856613269674
"lnx4",0.561653998962511,0.190772564797991,-0.537803679382955,0.765512319967963,0.65135037954269,0.188992829674848,0.613772121167296,-0.0272586975606815,-0.143250471063501,0.459362078341351,-0.524262790021798,1,0.716076912029727,0.42962965273867,0.891262336783415,-0.466629875259999,-0.483489252699839,0.349770340164409,-0.293789516056977,0.821118540950106,0.250458062613652,0.286063559702267,0.736211796217541,-0.38540548343596,-0.423565462740226
"lnx5",0.745996989073687,0.250742330899982,0.090995692931554,0.324898589192963,0.801967610741469,0.249385583958008,0.49050896975169,0.0861985489685116,-0.00963815436334807,0.67529515443545,0.218992191294231,0.716076912029727,1,0.637019879265848,0.707267672063804,-0.0115689096576005,-0.0474628580075175,0.592079903748802,0.181942853753839,0.725422292002291,0.526612315405195,0.538074829347752,0.569464514061369,0.115215214557319,-0.0575596850627717
"lnx6",0.466348866529339,0.602613544233586,0.119220926003075,0.224391017608297,0.632730790507796,0.60838784583645,0.513544350223723,0.587788659004207,0.428438132877158,0.996548655804417,0.176581178997989,0.42962965273867,0.637019879265848,1,0.596821385332191,0.59818732419223,0.485081028008217,0.763960501231733,0.1374550688009,0.409158305294002,0.148060543884465,0.794443294270649,0.430864355334234,0.222850942142228,0.287301877503591
